#{"t_start": 1652661317.3871212, "env_id": "NovelGridworld-v0"}
r,l,t 
219,10,392.42835
305,30,392.488349
363,15,392.516349
309,16,392.548349
317,29,392.602349
207,13,392.63035
360,16,392.65935
302,31,392.721349
376,23,392.763349
360,16,392.792349
390,20,392.834349
266,39,392.907349
309,16,392.935349
360,16,392.968349
282,37,393.044349
302,31,393.105349
316,27,393.160349
360,16,393.191349
357,17,393.227349
222,9,393.24535
363,15,393.274349
306,17,393.308349
222,9,393.352349
219,10,393.375349
219,10,393.395349
360,16,393.427351
312,15,393.461349
222,9,393.480348
313,28,393.533349
219,10,393.556349
357,17,393.592349
306,17,393.624349
312,15,393.657349
309,16,393.68835
219,10,393.707349
275,23,393.754349
219,10,393.775349
314,30,393.83535
387,21,393.875348
328,23,393.923349
360,16,393.954349
306,17,393.989349
219,10,394.010349
222,9,394.032349
357,17,394.06935
312,15,394.09935
306,32,394.163349
357,17,394.193349
230,9,394.215348
233,8,394.231349
309,16,394.263349
284,8,394.283349
363,15,394.318349
219,10,394.34235
363,15,394.37435
357,17,394.408349
219,10,394.428349
278,37,394.498349
219,10,394.518348
376,23,394.567349
284,8,394.584349
360,16,394.61435
222,9,394.636348
357,17,394.669349
312,15,394.699349
360,16,394.732349
219,10,394.753349
309,16,394.783349
360,16,394.820349
312,15,394.849348
305,30,394.91035
233,8,394.924349
360,16,394.954349
222,9,394.97235
313,29,395.035349
306,17,395.06835
309,16,395.10235
357,17,395.136349
309,16,395.166348
360,16,395.197349
309,16,395.23335
279,38,395.307349
306,17,395.342349
351,19,395.376349
302,31,395.470348
357,17,395.50335
357,17,395.534349
306,17,395.57235
360,16,395.603349
299,36,395.673349
309,16,395.704348
363,15,395.736349
300,32,395.798349
360,16,395.832349
326,23,395.879349
275,11,395.902349
390,20,395.940349
297,32,396.005945
357,17,396.040946
364,26,396.093944
309,16,396.123945
222,9,396.145946
207,13,396.168945
222,9,396.189945
281,9,396.207945
357,17,396.240945
203,14,396.268945
305,30,396.326946
363,15,396.353945
-1014,360,397.048576
360,16,397.081576
222,9,397.101576
211,12,397.125576
360,16,397.159576
360,16,397.190576
301,33,397.259576
198,15,397.288577
219,10,397.311577
299,32,397.373575
275,11,397.393577
267,15,397.449576
309,32,397.517575
363,15,397.547576
313,28,397.603576
360,16,397.633576
360,16,397.671577
325,28,397.725576
360,16,397.759576
360,16,397.793577
295,36,397.866576
357,17,397.897576
222,9,397.919577
207,13,397.946576
306,17,397.978577
216,11,398.002576
309,16,398.032576
360,16,398.068577
356,18,398.102575
222,9,398.122576
360,16,398.155576
222,9,398.173577
306,17,398.204576
309,16,398.239576
363,15,398.268577
313,28,398.319576
207,13,398.345576
282,41,398.424576
313,28,398.477576
309,16,398.509576
363,15,398.540576
305,30,398.602577
360,16,398.632577
352,18,398.671576
222,9,398.686576
222,9,398.704576
357,17,398.743576
219,10,398.763577
357,17,398.794576
390,20,398.835575
363,15,398.865577
207,13,398.893577
360,16,398.924576
390,20,398.963576
305,30,399.024576
309,16,399.053577
211,12,399.078576
301,33,399.139576
294,33,399.204576
309,16,399.234576
222,9,399.255576
363,15,399.284576
313,28,399.340576
357,17,399.374576
360,16,399.405576
360,16,399.466577
360,16,399.498574
312,15,399.527576
219,10,399.548577
222,9,399.566576
390,20,399.608577
222,9,399.626576
360,16,399.657576
219,10,399.681575
360,16,399.710575
360,16,399.740577
313,28,399.799577
360,16,399.834576
216,11,399.859577
360,16,399.897576
216,11,399.918576
357,17,399.952575
316,28,400.010576
313,28,400.062576
207,13,400.092575
302,31,400.151576
219,10,400.173576
360,16,400.204576
363,15,400.233576
207,13,400.264576
360,16,400.294575
363,15,400.325576
309,31,400.386576
363,15,400.415576
306,17,400.453576
356,18,400.486576
360,16,400.522576
360,16,400.551576
360,16,400.581576
363,15,400.613576
219,10,400.633577
363,15,400.661576
309,32,400.723577
292,33,400.791574
363,15,400.820577
336,22,400.864575
281,9,400.882576
216,11,400.904576
357,17,400.942577
305,34,401.008157
211,12,401.033157
275,11,401.054157
219,10,401.073157
316,28,401.132157
216,11,401.153156
363,15,401.184157
273,43,401.280157
282,39,401.356158
219,10,401.376157
357,17,401.409157
390,20,401.449157
313,31,401.538157
222,9,401.557156
360,16,401.587156
313,29,401.646157
360,16,401.677156
219,10,401.704161
308,33,401.802157
310,30,401.854157
387,21,401.896157
329,26,401.948157
357,17,401.980157
297,36,402.055157
360,16,402.085157
360,16,402.117157
211,12,402.139157
249,49,402.235157
219,10,402.255157
283,39,402.337157
227,10,402.359156
313,29,402.414156
222,9,402.431157
292,37,402.501689
219,10,402.52469
363,15,402.554691
284,36,402.62769
331,23,402.67269
222,9,402.69069
219,10,402.71269
266,40,402.794691
313,29,402.84869
207,13,402.87769
303,34,402.94969
357,17,402.98069
360,16,403.01069
216,11,403.032689
310,30,403.090689
290,37,403.16269
310,30,403.22269
360,16,403.25269
357,17,403.290689
244,52,403.39269
313,28,403.44669
219,10,403.469691
313,29,403.52269
216,11,403.57369
313,28,403.62969
308,33,403.69269
313,28,403.74669
302,30,403.80969
216,11,403.83569
268,42,403.91369
219,10,403.93369
357,17,403.96869
363,15,403.997689
302,31,404.06269
207,13,404.08669
303,36,404.15769
304,34,404.22769
310,29,404.28369
349,19,404.32469
313,29,404.383691
219,10,404.40369
310,29,404.45269
219,10,404.47569
360,16,404.50869
333,23,404.55369
359,17,404.58869
219,10,404.60769
360,16,404.64269
222,9,404.661689
222,9,404.67769
390,20,404.71869
219,10,404.73869
357,17,404.77369
313,29,404.833691
360,16,404.86369
219,10,404.886691
360,16,404.917689
357,17,404.949691
316,28,405.009691
363,15,405.03969
287,38,405.12069
219,10,405.14069
331,23,405.182689
219,10,405.20569
295,37,405.28269
357,17,405.31369
219,10,405.334695
309,16,405.371689
363,15,405.40569
357,17,405.44369
219,10,405.46569
207,13,405.48869
207,13,405.514689
267,44,405.633691
360,16,405.666691
216,11,405.68769
222,9,405.706691
360,16,405.739691
363,15,405.76769
222,9,405.78669
387,21,405.83069
357,17,405.86269
356,18,405.90069
363,15,405.92969
360,16,405.959689
310,29,406.016317
315,31,406.078315
299,32,406.145317
219,10,406.164316
219,10,406.183316
305,18,406.221317
308,30,406.281316
357,17,406.318317
303,15,406.346317
292,37,406.417317
310,30,406.475317
312,32,406.533316
219,10,406.555316
222,9,406.573316
363,15,406.604316
360,16,406.637927
360,16,406.670927
303,34,406.737928
360,16,406.775928
357,17,406.806927
306,17,406.842927
219,10,406.862926
219,10,406.884928
281,9,406.904927
360,16,406.936926
302,33,407.006927
376,23,407.052927
302,35,407.121927
305,30,407.183927
219,10,407.203927
222,9,407.220927
216,11,407.244927
307,30,407.302928
222,9,407.317927
222,9,407.335927
363,15,407.363928
390,20,407.403927
222,9,407.422928
219,10,407.440928
222,9,407.457926
390,20,407.497927
219,10,407.516927
222,9,407.534927
312,15,407.565927
274,41,407.672927
219,10,407.693927
360,16,407.724927
309,16,407.753927
357,17,407.787927
302,31,407.846927
390,20,407.884928
302,31,407.944927
222,9,407.961927
309,16,407.992928
306,17,408.022927
207,13,408.047927
315,30,408.105927
219,10,408.124926
309,16,408.157927
322,25,408.203928
390,20,408.245927
360,16,408.273927
219,10,408.292926
222,9,408.312927
219,10,408.333927
297,32,408.398927
216,11,408.419926
363,15,408.447927
219,10,408.465927
360,16,408.501927
302,31,408.564927
357,17,408.598927
306,33,408.659929
207,13,408.683927
216,11,408.703926
363,15,408.735927
216,11,408.756927
302,34,408.823927
222,9,408.842928
363,15,408.870925
222,9,408.888927
316,28,408.946926
357,17,408.981927
222,9,409.000926
390,20,409.040927
360,16,409.079927
357,17,409.110925
310,30,409.170926
363,15,409.198928
363,15,409.227927
219,10,409.250927
278,10,409.269927
357,17,409.299926
278,10,409.320927
281,9,409.338927
207,13,409.363927
287,41,409.442928
219,10,409.460927
-105,148,409.861927
222,9,409.876926
216,11,409.900927
315,29,409.958925
360,16,409.991927
360,16,410.026927
360,16,410.058926
219,10,410.081926
353,19,410.121926
363,15,410.153927
219,62,410.277928
238,51,410.379927
310,30,410.438927
309,34,410.507927
313,29,410.561927
219,10,410.581927
360,16,410.613927
300,35,410.683927
267,15,410.711927
390,20,410.750926
219,10,410.772927
313,31,410.833927
219,10,410.857927
357,17,410.895926
222,9,410.916928
360,16,410.950927
331,24,410.997527
308,33,411.059528
387,21,411.099528
311,32,411.168528
310,29,411.224527
219,10,411.248526
306,35,411.315526
312,15,411.347527
219,10,411.366527
219,10,411.386526
222,9,411.401527
357,17,411.441526
357,17,411.473527
306,17,411.512527
312,15,411.541527
360,16,411.573527
357,17,411.609528
357,17,411.644527
308,33,411.708527
360,16,411.770528
216,11,411.796528
219,10,411.816527
296,32,411.880527
216,11,411.900527
331,24,411.950527
222,9,411.969526
363,15,411.998528
216,11,412.022527
216,11,412.046527
312,15,412.074528
360,16,412.107527
313,29,412.170527
363,15,412.199528
390,20,412.237527
222,9,412.260528
219,10,412.280527
216,11,412.301528
360,16,412.331528
284,8,412.351527
351,19,412.389527
376,23,412.434528
217,56,412.546528
216,11,412.567527
201,67,412.699527
256,44,412.784528
330,28,412.838527
357,17,412.873526
216,11,412.893528
360,16,412.925527
313,29,412.985527
222,9,413.002527
360,16,413.036527
216,11,413.056527
281,42,413.141527
276,45,413.232527
387,21,413.277528
390,20,413.316527
216,11,413.337527
222,9,413.358526
313,28,413.414527
360,16,413.448527
363,15,413.477528
363,15,413.506527
360,16,413.540527
222,9,413.559527
314,30,413.619526
216,11,413.640526
311,32,413.705527
363,15,413.734527
360,16,413.794528
326,27,413.849526
357,17,413.885528
222,9,413.903527
390,20,413.943528
254,48,414.040528
222,9,414.060527
316,28,414.112526
360,16,414.146528
360,16,414.183528
360,16,414.215527
219,10,414.235527
309,16,414.265527
222,9,414.289526
309,16,414.319528
360,16,414.350527
309,16,414.383528
387,21,414.428527
363,15,414.459527
360,16,414.490527
222,9,414.510527
276,13,414.536526
363,15,414.565527
360,16,414.595527
306,32,414.661527
309,16,414.691528
295,36,414.761136
360,16,414.795136
222,9,414.814136
360,16,414.845136
303,15,414.877136
360,16,414.912135
357,17,414.944137
309,16,414.977136
312,15,415.006136
309,16,415.035137
357,17,415.073137
334,22,415.113136
207,13,415.143138
376,23,415.188136
312,15,415.218136
360,16,415.252136
390,20,415.293136
313,28,415.346136
309,16,415.380136
376,23,415.426137
360,16,415.461136
222,9,415.480136
333,23,415.527135
233,8,415.544136
306,17,415.580136
309,16,415.609136
312,15,415.641135
219,10,415.661136
363,15,415.690136
360,16,415.724136
360,16,415.754764
312,15,415.782764
360,16,415.815765
309,16,415.885765
222,9,415.900764
360,16,415.934765
360,16,415.968764
363,15,415.997335
233,8,416.011335
293,35,416.081333
360,16,416.115335
313,29,416.172335
222,9,416.190335
219,10,416.211335
360,16,416.242333
302,31,416.314335
363,15,416.349333
309,16,416.385335
360,16,416.415335
310,29,416.473335
313,28,416.522334
309,16,416.558333
360,16,416.587335
363,15,416.61593
363,15,416.648931
309,16,416.68093
219,10,416.751933
387,21,416.806932
207,13,416.837931
390,20,416.888931
357,17,416.925932
312,15,416.95293
309,16,416.98393
219,10,417.00293
207,13,417.02993
230,9,417.050931
360,16,417.082931
357,17,417.115932
313,28,417.175929
219,10,417.194931
360,16,417.227931
309,16,417.260929
360,16,417.297929
219,10,417.317931
306,17,417.348931
314,30,417.40793
310,30,417.468931
219,10,417.488931
227,10,417.508733
219,10,417.528733
310,30,417.589733
309,16,417.620732
363,15,417.652733
219,10,417.672731
363,15,417.702734
363,15,417.735733
219,10,417.753732
360,16,417.783733
305,30,417.841733
302,31,417.906733
197,14,417.933734
222,9,417.952733
312,15,418.008733
310,29,418.068733
360,16,418.100733
360,16,418.131733
299,32,418.198733
305,30,418.260733
278,10,418.279733
309,16,418.315733
360,16,418.345733
360,16,418.375733
309,16,418.411732
363,15,418.441733
207,13,418.468733
309,16,418.499733
278,10,418.520731
222,9,418.538733
222,9,418.559733
312,15,418.589733
363,15,418.618733
222,9,418.641732
363,15,418.669733
360,16,418.699733
309,16,418.732733
390,20,418.773733
360,16,418.808733
363,15,418.837732
261,15,418.865733
306,17,418.902733
360,16,418.931732
357,17,418.963733
219,10,418.987733
390,20,419.025732
219,10,419.044733
360,16,419.081733
306,17,419.114733
309,16,419.147733
222,9,419.166733
297,32,419.227732
363,15,419.255733
306,17,419.290732
357,17,419.325733
390,20,419.364733
219,10,419.383733
363,15,419.415732
305,30,419.473732
360,16,419.506732
309,16,419.540733
360,16,419.575733
309,16,419.639733
390,20,419.676733
219,10,419.694733
306,17,419.723733
390,20,419.763733
309,16,419.797731
313,28,419.851733
357,17,419.887733
222,9,419.905732
219,10,419.925733
309,16,419.958734
297,32,420.021733
310,29,420.110733
363,15,420.140731
360,16,420.172733
376,23,420.217734
312,15,420.249733
312,15,420.278733
207,13,420.303733
357,17,420.339732
309,16,420.369733
230,9,420.387734
219,10,420.411734
313,29,420.466733
309,16,420.502733
360,16,420.533733
360,16,420.564733
222,9,420.584733
363,15,420.612733
357,17,420.644733
357,17,420.682733
302,31,420.744326
197,14,420.771331
302,31,420.833331
360,16,420.862331
300,32,420.924332
313,28,420.978331
387,21,421.019899
360,16,421.050898
312,15,421.083899
219,10,421.103899
276,39,421.180898
390,20,421.221899
207,13,421.253899
219,10,421.272898
305,30,421.333897
222,9,421.353898
316,28,421.407898
222,9,421.426898
216,11,421.446898
309,16,421.478898
216,11,421.505898
390,20,421.544898
306,17,421.579898
310,29,421.637897
301,33,421.698898
360,16,421.730898
360,16,421.766898
219,10,421.790898
306,17,421.8269
297,32,421.892899
357,17,421.926899
390,20,421.965899
321,27,422.020897
300,35,422.120898
219,10,422.139897
303,34,422.203898
222,9,422.221899
300,35,422.290898
222,9,422.310899
390,20,422.352899
351,19,422.389898
360,16,422.422899
360,16,422.451899
360,16,422.481898
363,15,422.514899
376,23,422.560897
360,16,422.590898
320,28,422.648898
357,17,422.684899
197,14,422.712897
357,17,422.744899
357,17,422.784898
363,15,422.813899
305,30,422.874899
311,16,422.904899
360,16,422.934898
387,21,422.977897
387,21,423.020899
311,32,423.084898
351,19,423.126899
360,16,423.156898
302,33,423.221899
219,10,423.240898
216,11,423.268898
363,15,423.297899
222,9,423.313898
360,16,423.349897
277,41,423.431898
312,32,423.493898
313,31,423.552897
222,9,423.571898
351,19,423.611898
357,17,423.644898
308,33,423.709898
278,10,423.728898
305,36,423.798898
316,30,423.857898
357,17,423.8929
219,10,423.912899
313,28,423.966897
219,10,423.986898
219,10,424.006897
278,10,424.028898
275,44,424.143898
360,16,424.172898
316,30,424.232897
222,9,424.253898
360,16,424.285898
219,10,424.305898
313,31,424.369899
313,31,424.434899
313,29,424.488898
360,16,424.526898
300,38,424.597898
363,15,424.630898
275,11,424.650898
357,17,424.689899
306,35,424.757495
313,29,424.817494
264,46,424.907495
310,32,424.968495
360,16,424.996493
363,15,425.027495
219,10,425.046494
357,17,425.079494
305,34,425.146493
387,21,425.185493
219,10,425.208494
309,33,425.273494
390,20,425.312495
310,32,425.378494
269,21,425.419495
390,20,425.463493
305,35,425.533495
267,46,425.624495
357,17,425.659495
216,11,425.681493
216,11,425.705494
315,31,425.763494
360,16,425.797494
313,29,425.856494
219,10,425.876495
216,11,425.897494
316,30,425.956494
222,9,425.975495
313,31,426.036073
360,16,426.069072
360,16,426.100073
363,15,426.165073
360,16,426.197071
357,17,426.231073
281,9,426.250073
222,9,426.271073
301,35,426.341073
360,16,426.375072
387,21,426.413072
308,33,426.480072
360,16,426.510072
313,29,426.570073
363,15,426.599073
301,32,426.662701
316,27,426.7187
219,10,426.737701
360,16,426.768701
360,16,426.802701
334,22,426.8467
360,16,426.878701
363,15,426.9087
333,23,426.953701
363,15,426.981701
316,29,427.040701
301,33,427.105701
222,9,427.123701
310,29,427.178702
219,10,427.197701
308,33,427.2707
216,11,427.297701
305,34,427.3687
222,9,427.387701
363,15,427.415701
357,17,427.447701
216,11,427.471701
270,24,427.517702
309,16,427.551702
390,20,427.591701
360,16,427.627702
363,15,427.657701
292,37,427.728701
306,17,427.761701
308,17,427.798701
309,16,427.828701
207,13,427.854702
309,16,427.888702
312,15,427.916702
390,20,427.955702
309,16,427.988702
306,17,428.019702
312,15,428.050702
309,16,428.083702
297,32,428.145701
207,13,428.199701
357,17,428.236701
219,10,428.256701
312,15,428.286702
357,17,428.320702
297,32,428.388701
363,15,428.4187
222,9,428.437701
360,16,428.470701
312,15,428.499701
312,15,428.528701
219,10,428.547701
363,15,428.5817
310,29,428.6407
222,9,428.6557
360,16,428.689702
219,10,428.708701
390,20,428.751702
360,16,428.780701
310,30,428.8407
363,15,428.869701
261,41,428.948702
219,10,428.9677
309,16,429.000701
357,17,429.036701
360,16,429.069701
299,32,429.125701
311,31,429.189702
219,10,429.208702
302,31,429.275702
222,9,429.290701
328,25,429.340702
310,30,429.4027
310,32,429.467701
284,41,429.547701
219,10,429.570702
222,9,429.589701
313,29,429.647701
222,9,429.663701
284,38,429.742701
314,30,429.799701
222,9,429.8217
363,15,429.851702
360,16,429.881701
313,29,429.939702
219,10,429.959701
303,34,430.029701
363,15,430.057701
222,9,430.075701
309,32,430.137701
222,9,430.158701
219,10,430.178701
360,16,430.236701
305,30,430.298702
302,31,430.3627
309,16,430.392702
222,9,430.412701
360,16,430.442702
360,16,430.475701
351,19,430.513701
357,17,430.549701
222,9,430.568702
222,9,430.5887
360,16,430.617702
312,15,430.6497
360,16,430.683701
307,37,430.755701
351,19,430.791702
357,17,430.826701
360,16,430.857702
207,13,430.883702
219,10,430.905701
360,16,430.937701
363,15,430.966702
207,13,430.997701
222,9,431.017701
233,8,431.032701
376,23,431.0797
363,15,431.110702
278,10,431.129701
360,16,431.163702
222,9,431.181701
390,20,431.219701
281,9,431.2387
219,10,431.261702
299,32,431.326702
318,31,431.387702
360,16,431.420702
301,33,431.489702
305,30,431.5477
316,28,431.606701
275,11,431.628701
328,23,431.675701
357,17,431.741703
340,19,431.779701
222,9,431.794701
289,33,431.858701
305,34,431.925702
299,32,431.984702
222,9,432.005701
222,9,432.024702
222,9,432.042701
360,16,432.071702
310,29,432.128702
360,16,432.158702
357,17,432.1937
312,15,432.221702
363,15,432.255701
219,10,432.275702
222,9,432.326701
216,11,432.348702
357,17,432.386701
357,17,432.4207
219,10,432.439701
222,9,432.4587
360,16,432.492701
357,17,432.525851
363,15,432.55585
306,17,432.59385
219,10,432.61285
222,9,432.63185
222,9,432.646849
302,31,432.719849
307,30,432.78685
299,32,432.84785
319,28,432.902851
360,16,432.935851
310,29,432.993849
390,20,433.034851
302,31,433.097849
376,23,433.140851
360,16,433.17785
294,41,433.25485
363,15,433.288851
310,30,433.350851
216,11,433.372849
302,31,433.434851
360,16,433.46585
360,16,433.502851
357,17,433.534851
357,17,433.566849
270,42,433.654851
216,11,433.678849
313,28,433.73485
307,30,433.79685
250,49,433.889849
315,31,433.955849
219,10,433.97585
240,55,434.08285
360,16,434.114849
329,28,434.164851
360,16,434.201849
360,16,434.23085
219,10,434.25085
219,10,434.27485
390,20,434.316849
222,9,434.33585
387,21,434.405849
390,20,434.447851
308,33,434.51485
363,15,434.544849
360,16,434.581849
387,21,434.62085
387,21,434.66585
310,32,434.72585
357,17,434.764851
304,37,434.84085
310,29,434.896851
219,10,434.91585
360,16,434.949851
298,19,434.98685
219,10,435.009851
357,17,435.04085
357,17,435.07385
360,16,435.10785
360,16,435.137849
363,15,435.166851
360,16,435.199851
226,59,435.31385
219,10,435.33785
219,10,435.356849
219,10,435.374851
277,40,435.45485
363,15,435.48485
363,15,435.517851
258,48,435.61385
312,32,435.677851
363,15,435.706851
310,32,435.77385
313,28,435.824851
387,21,435.86885
390,20,435.906851
219,10,435.926851
356,18,435.96485
284,8,435.982437
390,20,436.024438
363,15,436.053439
360,16,436.083437
222,9,436.105439
360,16,436.137438
357,17,436.167438
222,9,436.189438
390,20,436.227439
360,16,436.257437
222,9,436.278438
363,15,436.307437
357,17,436.344439
313,31,436.445437
219,10,436.464438
313,28,436.521437
279,43,436.609439
360,16,436.640054
309,16,436.671054
219,10,436.693056
390,20,436.731054
207,13,436.757055
222,9,436.779054
222,9,436.794054
357,17,436.828054
360,16,436.861054
390,20,436.899053
278,10,436.919055
219,10,436.941054
387,21,436.981054
219,10,437.000054
275,11,437.024054
360,16,437.057053
360,16,437.088054
363,15,437.120054
272,40,437.200054
390,20,437.239054
390,20,437.282055
360,16,437.311055
301,33,437.373055
315,31,437.433054
310,29,437.488054
360,16,437.522054
360,16,437.552054
387,21,437.596055
357,17,437.630054
312,15,437.661054
360,16,437.695055
219,10,437.716055
310,29,437.775054
357,17,437.806054
357,17,437.837054
309,16,437.875055
222,9,437.890054
314,30,437.951054
363,15,437.980054
302,31,438.047055
306,17,438.078055
360,16,438.110054
219,10,438.130054
219,10,438.150055
323,29,438.217055
390,20,438.258054
309,16,438.290054
222,9,438.309054
311,31,438.371053
207,13,438.400055
222,9,438.422055
360,16,438.484054
309,16,438.519053
360,16,438.550054
308,17,438.588054
390,20,438.626055
360,16,438.657053
219,10,438.676055
281,9,438.697054
222,9,438.712055
303,34,438.785055
302,31,438.848054
302,35,438.915057
222,9,438.937054
310,29,438.990053
219,10,439.009055
360,16,439.043055
357,17,439.077054
294,36,439.149055
219,10,439.169053
219,10,439.191054
219,10,439.211055
326,29,439.272054
316,28,439.326056
325,24,439.373054
363,15,439.401055
357,17,439.436054
390,20,439.474055
222,9,439.496053
307,30,439.552054
313,29,439.611054
363,15,439.639054
222,9,439.657055
387,21,439.700054
277,42,439.782054
292,35,439.855055
324,27,439.909055
219,10,439.933054
313,29,439.989054
301,33,440.055054
363,15,440.084054
360,16,440.117054
307,30,440.174055
360,16,440.211054
309,16,440.241054
222,9,440.259055
222,9,440.279054
278,10,440.299055
357,17,440.337054
299,31,440.396054
316,28,440.459055
316,28,440.541053
269,42,440.628054
360,16,440.660054
305,30,440.722055
302,31,440.788054
360,16,440.818055
254,49,440.919054
222,9,440.941054
357,17,440.972054
363,15,441.001663
363,15,441.033663
222,9,441.052663
387,21,441.092663
278,10,441.115662
222,9,441.134663
331,29,441.192663
219,10,441.210663
267,47,441.303661
302,32,441.370663
310,30,441.430663
357,17,441.462663
251,48,441.557661
219,10,441.577663
357,17,441.612664
219,10,441.631663
222,9,441.648663
181,77,441.797663
357,17,441.831661
222,9,441.848662
357,17,441.883663
276,42,441.965662
310,30,442.024663
219,10,442.043663
360,16,442.072661
216,11,442.096663
216,11,442.120662
360,16,442.151663
360,16,442.181663
360,16,442.213661
360,16,442.246663
357,17,442.282663
316,30,442.342663
316,27,442.393663
360,16,442.430663
216,11,442.453663
313,29,442.514663
222,9,442.557663
357,17,442.596662
360,16,442.628663
360,16,442.658663
360,16,442.691663
222,9,442.709663
303,34,442.778663
390,20,442.817663
360,16,442.852663
339,36,442.921663
216,11,442.945663
222,9,442.960663
310,30,443.020663
313,28,443.075664
360,16,443.108664
316,28,443.162663
302,31,443.222663
316,27,443.277661
309,16,443.310662
313,29,443.367662
219,10,443.388663
360,16,443.423663
307,30,443.481663
309,16,443.515662
309,16,443.546663
357,17,443.580663
219,10,443.601663
306,33,443.671662
360,16,443.709663
298,37,443.784663
222,9,443.798662
360,16,443.834663
322,25,443.885663
310,30,443.944663
222,9,443.960664
360,16,443.993662
360,16,444.027662
219,10,444.046663
387,21,444.086663
296,31,444.147663
313,29,444.206663
360,16,444.237663
295,33,444.305663
360,16,444.341663
307,30,444.399663
302,31,444.463663
360,16,444.494663
360,16,444.530663
360,16,444.561663
310,29,444.646663
357,17,444.681663
363,15,444.711663
222,9,444.729663
360,16,444.760661
360,16,444.791664
313,29,444.850663
357,17,444.884664
306,17,444.920661
219,10,444.943663
222,9,444.961663
360,16,444.991663
363,15,445.023662
360,16,445.056661
222,9,445.075663
306,17,445.110663
219,10,445.131662
363,15,445.160664
219,10,445.178663
278,10,445.201662
307,30,445.259664
306,17,445.297663
300,35,445.367663
357,17,445.398663
387,21,445.441663
357,17,445.475663
360,16,445.506661
313,29,445.566663
360,16,445.599662
213,12,445.620663
363,15,445.649662
360,16,445.677663
219,10,445.699662
363,15,445.728661
357,17,445.766663
222,9,445.785663
280,40,445.864663
313,28,445.916663
363,15,445.949663
360,16,445.979252
222,9,445.998251
309,16,446.031252
216,11,446.055252
312,15,446.084252
357,17,446.118252
207,13,446.144252
284,8,446.157252
222,9,446.176252
219,10,446.198252
222,9,446.217252
305,30,446.277252
219,10,446.297251
313,28,446.354252
219,10,446.374253
299,32,446.441251
281,9,446.459252
301,33,446.523252
309,16,446.553252
310,29,446.641847
219,10,446.661846
313,29,446.760847
357,17,446.808849
360,16,446.853848
305,30,446.924847
306,17,446.958847
309,16,446.990846
216,11,447.009846
390,20,447.046846
360,16,447.077847
390,20,447.118846
219,10,447.139845
222,9,447.156846
390,20,447.200847
309,16,447.236845
357,17,447.269845
219,10,447.291846
357,17,447.323845
352,18,447.363846
222,9,447.382845
216,11,447.403846
307,30,447.463846
323,29,447.529197
390,20,447.565196
222,9,447.583196
306,17,447.616196
219,10,447.636196
306,17,447.667197
219,10,447.689196
363,15,447.718196
357,17,447.753196
297,32,447.816196
309,16,447.850196
357,17,447.885196
316,28,447.941196
360,16,447.974197
310,30,448.034197
376,23,448.075195
357,17,448.113197
281,9,448.129196
363,15,448.158195
312,15,448.189196
309,16,448.222196
306,17,448.255195
312,15,448.288196
363,15,448.316196
306,17,448.350196
360,16,448.383195
363,15,448.411196
376,23,448.459196
306,17,448.493196
360,16,448.526196
312,15,448.556196
360,16,448.586195
302,31,448.648196
301,33,448.714195
310,29,448.801196
222,9,448.818196
300,35,448.888195
219,10,448.908195
360,16,448.941196
222,9,448.960196
309,16,448.994196
357,17,449.029197
360,16,449.059197
390,20,449.098196
363,15,449.132196
302,34,449.212198
357,17,449.242196
219,10,449.262196
222,9,449.281197
360,16,449.313196
387,21,449.355197
302,31,449.413196
390,20,449.453196
360,16,449.482196
309,16,449.514194
360,16,449.544197
352,18,449.580196
360,16,449.613196
387,21,449.652196
330,24,449.700195
360,16,449.728196
390,20,449.770196
222,9,449.789196
363,15,449.818197
357,17,449.856196
305,34,449.918196
219,10,449.941196
387,21,449.984196
314,30,450.045197
360,16,450.075196
222,9,450.093196
222,9,450.111197
390,20,450.149196
197,14,450.177196
219,10,450.200197
219,10,450.221196
311,31,450.286197
306,17,450.321197
307,30,450.381196
357,17,450.413197
222,9,450.435196
363,15,450.466197
222,9,450.485196
387,21,450.528197
363,15,450.556196
308,33,450.622196
309,16,450.651198
306,17,450.683196
357,17,450.721196
300,35,450.821195
281,9,450.836195
360,16,450.874196
360,16,450.904196
360,16,450.940196
360,16,450.970196
222,9,450.987763
363,15,451.015764
219,10,451.039763
318,29,451.095763
310,30,451.155763
309,16,451.189764
219,10,451.208763
222,9,451.226764
222,9,451.245764
312,15,451.279763
363,15,451.308764
357,17,451.343764
360,16,451.375764
311,31,451.436764
306,17,451.471763
227,10,451.491764
360,16,451.526764
360,16,451.557763
230,9,451.575764
309,16,451.609764
357,17,451.643763
219,10,451.663764
360,16,451.696762
313,29,451.753762
230,9,451.772764
376,23,451.817764
301,36,451.887764
360,16,451.917763
284,8,451.938764
216,11,451.960764
357,17,451.996764
261,15,452.029763
311,31,452.087763
309,16,452.123763
303,34,452.189763
390,20,452.230762
363,15,452.260762
321,28,452.315764
324,27,452.371763
360,16,452.402763
219,10,452.422764
363,15,452.454764
357,17,452.487763
360,16,452.523763
387,21,452.563763
363,15,452.591763
306,17,452.626764
357,17,452.661762
306,33,452.725764
291,37,452.802764
222,9,452.845762
219,10,452.868764
360,16,452.901763
302,31,452.965764
357,17,452.997764
222,9,453.015764
214,11,453.038764
390,20,453.076764
360,16,453.107763
310,29,453.163764
301,36,453.232763
