#{"t_start": 1615009006.4983943, "env_id": "NovelGridworld-v0"}
r,l,t
50,1,392.96503
43,8,392.990421
48,3,392.993724
48,3,392.997115
48,3,393.001091
43,8,393.010874
48,3,393.014885
45,6,393.036456
43,8,393.043868
49,2,393.046556
41,10,393.05522
48,3,393.058202
49,2,393.060302
47,4,393.064513
43,8,393.073977
49,2,393.077071
47,4,393.08193
48,3,393.085663
36,15,393.10584
43,8,393.118973
48,3,393.124733
46,5,393.132983
46,5,393.140276
47,4,393.145893
49,2,393.149178
46,5,393.156923
50,1,393.159454
41,10,393.203268
50,1,393.204674
43,8,393.212596
44,7,393.22001
46,5,393.226739
50,1,393.228789
46,5,393.235621
45,6,393.243828
42,9,393.257354
47,4,393.264507
47,4,393.271293
38,13,393.292424
50,1,393.295246
40,11,393.312332
45,6,393.321691
48,3,393.327055
42,9,393.341597
47,4,393.361514
46,5,393.366135
47,4,393.370097
50,1,393.372185
47,4,393.377104
43,8,393.405568
46,5,393.410843
42,9,393.420349
50,1,393.422089
47,4,393.427017
47,4,393.432053
45,6,393.440464
40,11,393.457006
40,11,393.472955
43,8,393.483978
47,4,393.490653
44,7,393.501867
46,5,393.509698
45,6,393.530297
47,4,393.534119
47,4,393.537735
44,7,393.545036
48,3,393.549085
46,5,393.556075
49,2,393.559504
47,4,393.565502
49,2,393.568945
49,2,393.572575
45,6,393.582188
49,2,393.585573
47,4,393.590534
45,6,393.615943
42,9,393.625814
40,11,393.638863
46,5,393.645761
49,2,393.649165
45,6,393.657019
50,1,393.659002
47,4,393.665016
42,9,393.693608
46,5,393.69818
47,4,393.701909
50,1,393.703277
48,3,393.706308
40,11,393.718999
50,1,393.720821
42,9,393.732751
47,4,393.73866
46,5,393.746323
45,6,393.756468
46,5,393.763389
47,4,393.769619
47,4,393.775892
44,7,393.786186
49,2,393.789957
49,2,393.793948
45,6,393.819948
49,2,393.822951
47,4,393.827236
42,9,393.837573
45,6,393.858438
47,4,393.86234
44,7,393.868254
46,5,393.873484
41,10,393.883537
50,1,393.885295
43,8,393.894908
45,6,393.903745
50,1,393.905907
44,7,393.916595
44,7,393.925247
44,7,393.93457
48,3,393.939362
40,11,393.956882
40,11,393.972196
44,7,393.982276
44,7,394.002702
40,11,394.031318
41,10,394.042685
50,1,394.044904
46,5,394.052506
45,6,394.057853
49,2,394.059931
47,4,394.064275
49,2,394.06708
45,6,394.074142
41,10,394.085982
47,4,394.092327
49,2,394.096121
43,8,394.107323
49,2,394.111242
44,7,394.122676
48,3,394.12761
45,6,394.135674
45,6,394.162124
49,2,394.164331
47,4,394.168119
44,7,394.174703
46,5,394.179525
46,5,394.185169
48,3,394.189045
44,7,394.198684
50,1,394.200878
40,11,394.231579
44,7,394.239624
44,7,394.248671
46,5,394.255572
50,1,394.257189
46,5,394.262824
49,2,394.265997
48,3,394.270868
46,5,394.278932
46,5,394.287215
43,8,394.295861
48,3,394.300086
38,13,394.326336
44,7,394.334403
49,2,394.337264
46,5,394.342978
41,10,394.353908
44,7,394.36263
47,4,394.368418
48,3,394.373356
46,5,394.379603
40,11,394.392623
48,3,394.414675
46,5,394.419641
48,3,394.42348
43,8,394.432625
45,6,394.439651
48,3,394.443713
49,2,394.447083
47,4,394.452862
43,8,394.478308
48,3,394.481331
50,1,394.482689
40,11,394.4951
46,5,394.502577
44,7,394.512326
40,11,394.5267
42,9,394.540935
47,4,394.548541
49,2,394.55222
45,6,394.557384
48,3,394.560281
48,3,394.563284
43,8,394.571023
46,5,394.576554
43,8,394.585059
44,7,394.610518
39,12,394.634496
46,5,394.639339
45,6,394.645979
36,15,394.66468
49,2,394.668164
42,9,394.679097
42,9,394.690377
48,3,394.695353
48,3,394.700098
45,6,394.709094
47,4,394.715457
48,3,394.720661
48,3,394.725416
42,9,394.738192
48,3,394.743397
42,9,394.755706
47,4,394.774665
47,4,394.778448
44,7,394.785679
47,4,394.790957
44,7,394.821096
48,3,394.824749
41,10,394.837197
48,3,394.842055
48,3,394.847756
34,17,394.873597
49,2,394.876397
43,8,394.886276
45,6,394.894742
42,9,394.908203
42,9,394.921056
43,8,394.945532
46,5,394.950068
49,2,394.952041
46,5,394.956319
46,5,394.960983
49,2,394.963582
44,7,394.970074
46,5,394.975021
50,1,394.976977
44,7,394.985755
43,8,395.017068
45,6,395.022578
50,1,395.024023
43,8,395.032506
45,6,395.039044
44,7,395.048065
49,2,395.05161
45,6,395.058206
49,2,395.060847
44,7,395.070583
46,5,395.090429
49,2,395.092728
45,6,395.098087
49,2,395.10015
48,3,395.103098
47,4,395.107721
45,6,395.114866
47,4,395.119851
45,6,395.127144
50,1,395.129124
43,8,395.140051
43,8,395.152686
41,10,395.168343
48,3,395.173329
42,9,395.187466
49,2,395.192208
44,7,395.218639
46,5,395.223932
39,12,395.23803
30,21,395.274173
44,7,395.282851
47,4,395.288572
46,5,395.295689
48,3,395.300322
49,2,395.303905
44,7,395.31412
49,2,395.318195
47,4,395.324817
48,3,395.328964
45,6,395.337077
48,3,395.342168
46,5,395.350322
42,9,395.363711
50,1,395.365954
49,2,395.369509
48,3,395.374775
47,4,395.380126
43,8,395.389953
50,1,395.392255
46,5,395.413045
43,8,395.436478
45,6,395.44293
49,2,395.44581
48,3,395.449688
36,15,395.470958
48,3,395.475621
47,4,395.481154
45,6,395.489644
50,1,395.491884
47,4,395.498527
48,3,395.504016
39,12,395.519737
46,5,395.527867
44,7,395.537925
44,7,395.546696
50,1,395.54904
48,3,395.554014
48,3,395.55863
43,8,395.582375
50,1,395.58382
48,3,395.586847
35,16,395.602267
40,11,395.634457
49,2,395.636787
49,2,395.639226
48,3,395.642463
49,2,395.644966
48,3,395.648811
46,5,395.654825
44,7,395.664341
47,4,395.670419
49,2,395.674013
46,5,395.681726
48,3,395.686745
45,6,395.696264
47,4,395.703229
49,2,395.70678
42,9,395.720088
42,9,395.748599
43,8,395.756131
42,9,395.765328
42,9,395.775858
42,9,395.788084
41,10,395.803961
41,10,395.816372
46,5,395.844676
49,2,395.84683
41,10,395.85615
46,5,395.861789
47,4,395.86653
45,6,395.874622
46,5,395.881835
42,9,395.904984
46,5,395.909471
41,10,395.91877
41,10,395.929862
46,5,395.937182
49,2,395.940401
50,1,395.942788
47,4,395.949136
48,3,395.953244
39,12,395.966455
46,5,395.973803
46,5,395.981593
49,2,395.985216
44,7,395.996018
39,12,396.013596
44,7,396.042411
46,5,396.049343
48,3,396.064801
46,5,396.069387
41,10,396.077909
47,4,396.082188
42,9,396.091751
48,3,396.095512
47,4,396.100996
43,8,396.112038
48,3,396.117301
49,2,396.121127
44,7,396.131974
46,5,396.139933
34,17,396.165182
48,3,396.169386
50,1,396.171204
38,13,396.189072
46,5,396.214068
50,1,396.215557
44,7,396.221783
47,4,396.225831
43,8,396.25181
48,3,396.255216
40,11,396.267696
45,6,396.275301
45,6,396.284178
40,11,396.300743
45,6,396.309622
48,3,396.31361
44,7,396.323129
46,5,396.331259
46,5,396.339852
43,8,396.35269
42,9,396.380968
40,11,396.389816
40,11,396.399752
47,4,396.404329
44,7,396.412555
45,6,396.420377
44,7,396.448443
43,8,396.456266
47,4,396.460805
37,14,396.478571
50,1,396.480995
47,4,396.487491
46,5,396.492915
46,5,396.499057
47,4,396.505123
45,6,396.512946
45,6,396.534418
42,9,396.542487
49,2,396.54495
43,8,396.553432
47,4,396.558678
46,5,396.565643
47,4,396.571638
44,7,396.581145
45,6,396.589648
44,7,396.600554
48,3,396.606301
42,9,396.620949
44,7,396.649105
50,1,396.650512
45,6,396.656095
44,7,396.663622
43,8,396.673837
48,3,396.696492
43,8,396.70337
50,1,396.704715
45,6,396.710882
50,1,396.712493
42,9,396.72191
40,11,396.736447
34,17,396.758718
42,9,396.77298
49,2,396.776867
50,1,396.778728
47,4,396.783988
43,8,396.795495
44,7,396.804368
42,9,396.817265
46,5,396.824582
46,5,396.859957
49,2,396.862253
50,1,396.863676
38,13,396.876148
38,13,396.891734
50,1,396.894049
46,5,396.90218
49,2,396.906043
43,8,396.919087
47,4,396.926612
48,3,396.932639
50,1,396.934971
45,6,396.944131
46,5,396.953023
46,5,396.959351
46,5,396.965013
49,2,396.967685
48,3,396.972218
44,7,396.982603
41,10,396.999172
49,2,397.019629
49,2,397.02194
47,4,397.025612
37,14,397.037314
48,3,397.041108
46,5,397.068129
47,4,397.072222
46,5,397.078139
48,3,397.08235
50,1,397.08431
42,9,397.096049
42,9,397.109873
44,7,397.120648
48,3,397.12462
47,4,397.129359
50,1,397.131115
46,5,397.13821
41,10,397.1523
48,3,397.157329
43,8,397.186985
47,4,397.190778
47,4,397.194537
41,10,397.203618
45,6,397.210459
49,2,397.213283
47,4,397.21858
44,7,397.227174
49,2,397.230356
38,13,397.248885
42,9,397.278915
49,2,397.281343
47,4,397.285764
42,9,397.294999
49,2,397.297141
47,4,397.300796
45,6,397.305948
40,11,397.329547
45,6,397.334925
47,4,397.33868
45,6,397.345348
45,6,397.351967
44,7,397.361436
49,2,397.364971
44,7,397.376489
45,6,397.386554
43,8,397.396851
49,2,397.399847
46,5,397.407494
49,2,397.411159
46,5,397.419317
48,3,397.424778
49,2,397.428595
49,2,397.43291
46,5,397.439754
44,7,397.469658
50,1,397.471258
48,3,397.474705
40,11,397.50211
42,9,397.510159
45,6,397.515373
49,2,397.517558
44,7,397.525459
47,4,397.530162
49,2,397.532807
40,11,397.546345
43,8,397.558635
49,2,397.561947
49,2,397.564832
40,11,397.577962
47,4,397.584148
46,5,397.591878
49,2,397.595565
47,4,397.602498
41,10,397.615331
50,1,397.617436
50,1,397.619413
46,5,397.626096
49,2,397.629481
44,7,397.651706
45,6,397.657176
42,9,397.685246
47,4,397.690646
47,4,397.696192
47,4,397.701797
49,2,397.705035
45,6,397.713004
42,9,397.723836
50,1,397.726005
44,7,397.736003
49,2,397.740031
48,3,397.744762
44,7,397.754374
42,9,397.76357
49,2,397.766472
46,5,397.773297
47,4,397.779302
48,3,397.784313
46,5,397.79139
48,3,397.811441
45,6,397.817111
44,7,397.82367
45,6,397.831084
48,3,397.834937
48,3,397.838837
49,2,397.841818
48,3,397.846249
44,7,397.856156
50,1,397.858873
49,2,397.887024
37,14,397.901942
41,10,397.914894
44,7,397.924422
44,7,397.934569
46,5,397.942755
49,2,397.947224
45,6,397.955627
39,12,397.983008
46,5,397.987566
40,11,397.999671
45,6,398.007138
45,6,398.014832
43,8,398.02573
34,17,398.049834
36,15,398.084095
49,2,398.086712
39,12,398.100673
43,8,398.109842
45,6,398.117571
48,3,398.135203
44,7,398.141266
50,1,398.142653
50,1,398.144043
34,17,398.159636
50,1,398.161572
43,8,398.170964
47,4,398.1759
48,3,398.179927
42,9,398.1912
38,13,398.209791
43,8,398.222702
42,9,398.235389
50,1,398.238917
48,3,398.242729
46,5,398.247169
42,9,398.285984
46,5,398.29064
48,3,398.293807
48,3,398.297001
49,2,398.299331
42,9,398.30873
49,2,398.311798
47,4,398.317742
38,13,398.334707
46,5,398.341614
41,10,398.357662
47,4,398.362147
46,5,398.368025
38,13,398.385377
44,7,398.395099
46,5,398.402421
39,12,398.430714
50,1,398.4322
43,8,398.439023
40,11,398.449373
44,7,398.475356
34,17,398.495611
39,12,398.513673
48,3,398.519222
44,7,398.531172
46,5,398.537943
48,3,398.542027
39,12,398.558537
42,9,398.572122
50,1,398.574684
46,5,398.595623
46,5,398.600292
49,2,398.602576
47,4,398.607032
46,5,398.612567
45,6,398.62082
49,2,398.623859
42,9,398.634092
48,3,398.637449
41,10,398.648613
49,2,398.670543
45,6,398.677142
46,5,398.682823
47,4,398.687819
50,1,398.689682
38,13,398.707231
47,4,398.713868
46,5,398.722192
48,3,398.727799
47,4,398.734559
50,1,398.737041
45,6,398.761015
43,8,398.768035
40,11,398.778678
44,7,398.787148
34,17,398.808966
42,9,398.824184
42,9,398.839277
49,2,398.842537
45,6,398.851186
47,4,398.858262
47,4,398.884844
45,6,398.891151
47,4,398.896148
47,4,398.90131
41,10,398.928067
48,3,398.930999
50,1,398.932404
48,3,398.93588
45,6,398.942118
45,6,398.948892
37,14,398.964529
49,2,398.96714
48,3,398.970639
49,2,398.973211
43,8,398.984111
44,7,398.994795
45,6,399.005165
47,4,399.012502
40,11,399.028681
49,2,399.031722
42,9,399.045266
43,8,399.067411
48,3,399.070417
43,8,399.095649
38,13,399.108935
42,9,399.119122
50,1,399.121433
46,5,399.128043
45,6,399.136365
44,7,399.14638
49,2,399.149822
49,2,399.153352
41,10,399.167544
45,6,399.177345
50,1,399.179493
49,2,399.182465
49,2,399.185419
48,3,399.189722
48,3,399.19487
45,6,399.203867
49,2,399.207628
40,11,399.236087
49,2,399.238218
41,10,399.246433
50,1,399.247819
37,14,399.263643
50,1,399.265917
49,2,399.269574
49,2,399.273172
48,3,399.300267
45,6,399.306913
47,4,399.311897
46,5,399.317765
44,7,399.326965
42,9,399.339668
42,9,399.351186
49,2,399.354707
47,4,399.361288
45,6,399.369193
50,1,399.371183
44,7,399.381866
46,5,399.404559
46,5,399.409258
47,4,399.413306
43,8,399.421786
47,4,399.426722
50,1,399.428723
49,2,399.431788
41,10,399.446531
49,2,399.450393
45,6,399.460113
50,1,399.462365
50,1,399.464683
47,4,399.471586
43,8,399.484496
45,6,399.516365
41,10,399.525755
47,4,399.530528
44,7,399.538691
50,1,399.540612
45,6,399.549493
47,4,399.55658
42,9,399.584023
42,9,399.59281
39,12,399.607129
39,12,399.624196
42,9,399.638502
50,1,399.641339
46,5,399.65003
44,7,399.659286
45,6,399.668723
50,1,399.671198
48,3,399.676722
48,3,399.682522
48,3,399.688837
42,9,399.702827
47,4,399.709485
45,6,399.737789
44,7,399.758227
45,6,399.763685
45,6,399.769931
50,1,399.771547
46,5,399.77752
49,2,399.78076
47,4,399.786652
47,4,399.792211
45,6,399.799223
42,9,399.810413
50,1,399.812602
47,4,399.818819
39,12,399.835613
49,2,399.839499
43,8,399.851927
41,10,399.866338
47,4,399.872097
48,3,399.877453
50,1,399.879767
40,11,399.909539
46,5,399.914048
48,3,399.916906
46,5,399.921457
45,6,399.946388
46,5,399.952192
49,2,399.954669
44,7,399.962944
42,9,399.974098
49,2,399.97716
43,8,399.988698
46,5,399.996783
42,9,400.009891
43,8,400.021186
50,1,400.023206
42,9,400.035403
49,2,400.038829
47,4,400.045518
49,2,400.049517
49,2,400.053104
48,3,400.056581
48,3,400.072931
48,3,400.075876
45,6,400.081321
48,3,400.085107
48,3,400.088822
45,6,400.09647
50,1,400.098563
48,3,400.103181
45,6,400.112553
48,3,400.117875
44,7,400.127556
45,6,400.153506
39,12,400.164096
47,4,400.168086
42,9,400.178564
47,4,400.183803
47,4,400.189279
45,6,400.197678
45,6,400.2063
50,1,400.208347
49,2,400.211858
45,6,400.236481
47,4,400.240362
45,6,400.245927
44,7,400.252583
46,5,400.258394
40,11,400.271105
45,6,400.279829
43,8,400.292294
37,14,400.309636
50,1,400.311292
46,5,400.317909
43,8,400.348443
47,4,400.35312
44,7,400.360743
43,8,400.369627
44,7,400.393127
43,8,400.40021
43,8,400.409039
47,4,400.413401
45,6,400.42052
50,1,400.422508
50,1,400.424482
48,3,400.428708
50,1,400.43071
50,1,400.432967
50,1,400.435148
49,2,400.438881
49,2,400.442813
48,3,400.448378
48,3,400.453849
45,6,400.463003
49,2,400.465832
50,1,400.467719
50,1,400.469623
45,6,400.478724
47,4,400.485404
46,5,400.492821
46,5,400.500006
48,3,400.505635
46,5,400.514363
39,12,400.532686
39,12,400.576205
41,10,400.585052
50,1,400.586501
46,5,400.59165
48,3,400.595615
46,5,400.60163
46,5,400.608765
48,3,400.613779
41,10,400.630211
45,6,400.639624
50,1,400.641517
45,6,400.648957
48,3,400.654296
45,6,400.663484
45,6,400.672111
50,1,400.67461
49,2,400.678624
43,8,400.690624
46,5,400.696539
47,4,400.702155
48,3,400.719326
39,12,400.729295
47,4,400.733283
47,4,400.73771
43,8,400.746614
45,6,400.770274
49,2,400.77272
49,2,400.775137
47,4,400.779502
46,5,400.785475
47,4,400.791049
40,11,400.806617
50,1,400.809138
50,1,400.811636
44,7,400.823852
49,2,400.82776
45,6,400.837265
42,9,400.851606
47,4,400.858109
29,22,400.898399
50,1,400.899879
49,2,400.902168
50,1,400.903844
40,11,400.916888
45,6,400.925802
44,7,400.937123
39,12,400.951242
50,1,400.953641
36,15,400.988576
46,5,400.994625
45,6,401.002385
42,9,401.014828
43,8,401.043078
49,2,401.045967
37,14,401.058215
48,3,401.061504
46,5,401.06642
48,3,401.069923
47,4,401.074888
45,6,401.082466
43,8,401.093736
46,5,401.101767
44,7,401.112555
46,5,401.121227
50,1,401.123998
41,10,401.137304
41,10,401.151514
50,1,401.153997
46,5,401.182153
50,1,401.18356
46,5,401.188701
45,6,401.209799
50,1,401.211495
45,6,401.217045
47,4,401.220743
45,6,401.227512
48,3,401.231602
45,6,401.239256
48,3,401.243726
45,6,401.252223
50,1,401.254486
50,1,401.256596
45,6,401.26584
41,10,401.282551
38,13,401.302418
46,5,401.311677
44,7,401.319413
45,6,401.327048
49,2,401.330489
40,11,401.346864
42,9,401.369289
46,5,401.373761
45,6,401.400833
48,3,401.404365
50,1,401.40592
49,2,401.408558
40,11,401.422719
42,9,401.437221
46,5,401.446292
46,5,401.455532
49,2,401.458589
49,2,401.461452
46,5,401.46746
41,10,401.481502
43,8,401.494436
47,4,401.50135
47,4,401.50803
50,1,401.510022
44,7,401.516378
48,3,401.533267
46,5,401.538113
47,4,401.541788
49,2,401.543958
48,3,401.547845
46,5,401.553647
48,3,401.556845
48,3,401.560036
49,2,401.562917
43,8,401.572597
43,8,401.583465
45,6,401.608507
45,6,401.614135
50,1,401.615579
50,1,401.617098
45,6,401.623892
49,2,401.626573
49,2,401.629303
49,2,401.632008
45,6,401.639724
45,6,401.648796
45,6,401.658161
42,9,401.673088
39,12,401.699993
43,8,401.707376
45,6,401.714901
46,5,401.722385
47,4,401.729135
45,6,401.740416
49,2,401.744803
46,5,401.753316
46,5,401.760904
42,9,401.775458
49,2,401.779974
49,2,401.784189
50,1,401.786434
50,1,401.788705
49,2,401.792057
46,5,401.799358
45,6,401.825904
45,6,401.832916
43,8,401.842468
45,6,401.851465
47,4,401.870343
49,2,401.872469
44,7,401.879117
43,8,401.887336
41,10,401.898858
42,9,401.911129
41,10,401.92645
44,7,401.937376
45,6,401.945582
44,7,401.956556
43,8,401.96878
42,9,401.981103
49,2,401.984659
48,3,401.990263
45,6,402.000667
47,4,402.008545
40,11,402.048867
40,11,402.060413
45,6,402.066703
42,9,402.077773
41,10,402.089195
46,5,402.094213
42,9,402.105785
39,12,402.123825
48,3,402.128472
49,2,402.131981
48,3,402.136986
44,7,402.146211
50,1,402.148072
43,8,402.159304
43,8,402.185518
47,4,402.189483
46,5,402.194294
44,7,402.201394
46,5,402.20716
42,9,402.238052
40,11,402.250441
39,12,402.265848
41,10,402.281476
43,8,402.294944
46,5,402.30291
47,4,402.310304
45,6,402.31942
47,4,402.326267
49,2,402.330205
45,6,402.353963
43,8,402.360776
40,11,402.370637
48,3,402.374321
50,1,402.375917
49,2,402.378932
44,7,402.388599
46,5,402.395907
46,5,402.403558
50,1,402.406027
37,14,402.446339
43,8,402.454722
48,3,402.458587
46,5,402.464753
50,1,402.466544
47,4,402.471941
48,3,402.476659
48,3,402.481862
45,6,402.491628
46,5,402.499723
33,18,402.533748
49,2,402.535902
47,4,402.539708
46,5,402.546171
43,8,402.555025
48,3,402.558872
38,13,402.578257
48,3,402.583863
48,3,402.588761
43,8,402.601893
47,4,402.60794
46,5,402.614246
45,6,402.623007
48,3,402.627753
50,1,402.630067
46,5,402.65774
48,3,402.661424
44,7,402.669406
50,1,402.671203
45,6,402.692628
38,13,402.70515
50,1,402.707164
43,8,402.71741
49,2,402.721237
48,3,402.72596
43,8,402.738184
48,3,402.743282
44,7,402.752581
47,4,402.75737
46,5,402.76378
44,7,402.772837
41,10,402.787152
44,7,402.798424
48,3,402.802771
42,9,402.815645
45,6,402.839207
44,7,402.845333
50,1,402.846641
47,4,402.868615
44,7,402.875614
49,2,402.878196
48,3,402.88173
44,7,402.889873
49,2,402.892666
45,6,402.901325
50,1,402.903639
50,1,402.905803
44,7,402.915871
41,10,402.931583
49,2,402.936124
45,6,402.944867
46,5,402.953244
48,3,402.958237
47,4,402.964106
43,8,402.977197
45,6,402.984547
47,4,402.989303
46,5,403.010477
47,4,403.014242
44,7,403.020622
47,4,403.025148
47,4,403.029963
47,4,403.035071
45,6,403.043573
43,8,403.054961
46,5,403.075173
44,7,403.081578
44,7,403.088364
50,1,403.089906
39,12,403.103469
42,9,403.115942
37,14,403.13575
50,1,403.138081
45,6,403.1626
38,13,403.174241
43,8,403.183435
35,16,403.204558
47,4,403.210857
49,2,403.214386
50,1,403.216699
50,1,403.218745
42,9,403.230552
46,5,403.23863
47,4,403.245548
46,5,403.27168
46,5,403.277189
47,4,403.281538
49,2,403.284293
41,10,403.296445
41,10,403.325596
46,5,403.330259
49,2,403.332269
48,3,403.335314
44,7,403.343434
47,4,403.348254
50,1,403.350116
46,5,403.357311
43,8,403.369424
44,7,403.381384
47,4,403.388747
46,5,403.39682
49,2,403.399664
42,9,403.410305
42,9,403.423281
50,1,403.425813
48,3,403.431147
43,8,403.443851
44,7,403.455643
48,3,403.460274
48,3,403.488345
47,4,403.508054
46,5,403.512571
43,8,403.520105
47,4,403.524896
50,1,403.526728
42,9,403.538159
42,9,403.55157
45,6,403.560753
46,5,403.568077
46,5,403.575238
41,10,403.590166
44,7,403.601316
46,5,403.610042
49,2,403.614063
47,4,403.620802
48,3,403.625414
42,9,403.639156
46,5,403.648661
41,10,403.675357
45,6,403.680747
49,2,403.683497
45,6,403.690546
49,2,403.693537
43,8,403.719906
50,1,403.721482
39,12,403.734813
48,3,403.738979
50,1,403.74078
50,1,403.742557
44,7,403.751448
49,2,403.754594
42,9,403.766637
41,10,403.781831
50,1,403.784564
47,4,403.792035
43,8,403.803808
49,2,403.80761
44,7,403.817948
49,2,403.837802
48,3,403.840803
41,10,403.849693
45,6,403.855716
47,4,403.860193
49,2,403.863342
41,10,403.87642
43,8,403.888412
49,2,403.89236
43,8,403.924234
46,5,403.929193
43,8,403.936464
43,8,403.945298
47,4,403.950191
40,11,403.963578
47,4,403.969791
41,10,403.999275
46,5,404.003748
46,5,404.008916
47,4,404.013263
44,7,404.020856
47,4,404.026363
45,6,404.034822
49,2,404.038497
48,3,404.043508
47,4,404.051531
41,10,404.060179
48,3,404.063542
45,6,404.069982
50,1,404.071625
