#{"t_start": 1615009006.4983943, "env_id": "NovelGridworld-v0"}
r,l,t
49,2,829.094291
47,4,829.097944
33,18,829.136327
46,5,829.140657
42,9,829.148044
45,6,829.153539
41,10,829.161898
44,7,829.167902
47,4,829.1716
50,1,829.1731
41,10,829.181626
46,5,829.186057
48,3,829.188976
48,3,829.192167
47,4,829.196767
32,19,829.262889
43,8,829.293962
47,4,829.297681
46,5,829.30215
46,5,829.316266
44,7,829.322723
44,7,829.328991
40,11,829.338699
44,7,829.345598
50,1,829.347246
50,1,829.348798
48,3,829.352375
42,9,829.361904
43,8,829.372881
41,10,829.381624
50,1,829.383066
49,2,829.385281
46,5,829.389952
37,14,829.429965
49,2,829.432208
42,9,829.43932
49,2,829.441247
47,4,829.444805
49,2,829.446988
39,12,829.479826
50,1,829.481429
39,12,829.495203
45,6,829.503856
39,12,829.523115
46,5,829.52985
42,9,829.538506
45,6,829.54633
49,2,829.549492
48,3,829.553794
45,6,829.58699
49,2,829.589092
46,5,829.593955
41,10,829.605424
43,8,829.616271
46,5,829.62464
45,6,829.63222
44,7,829.6411
47,4,829.647593
31,20,829.687685
47,4,829.691599
39,12,829.703613
44,7,829.712456
47,4,829.718405
41,10,829.753036
46,5,829.757882
49,2,829.760144
48,3,829.763461
42,9,829.773391
47,4,829.779008
48,3,829.783572
49,2,829.786958
48,3,829.79165
49,2,829.794911
47,4,829.800925
49,2,829.804802
41,10,829.819009
44,7,829.829228
46,5,829.837172
44,7,829.848356
47,4,829.855419
48,3,829.860862
45,6,829.869464
42,9,829.898837
47,4,829.925904
46,5,829.930414
48,3,829.933921
49,2,829.936595
41,10,829.9477
47,4,829.952698
40,11,829.965751
42,9,829.978578
32,19,830.007327
49,2,830.011495
43,8,830.024851
49,2,830.028996
40,11,830.044649
39,12,830.083097
45,6,830.088475
48,3,830.091331
44,7,830.099352
50,1,830.100688
40,11,830.128993
48,3,830.132528
42,9,830.142184
45,6,830.150353
46,5,830.156679
41,10,830.169437
44,7,830.180286
49,2,830.183957
50,1,830.186346
47,4,830.192461
49,2,830.195892
46,5,830.204566
45,6,830.213825
45,6,830.222179
49,2,830.225818
42,9,830.263323
50,1,830.264632
40,11,830.274733
46,5,830.279851
43,8,830.289132
45,6,830.296088
43,8,830.306507
45,6,830.331371
45,6,830.338204
48,3,830.342138
47,4,830.347574
46,5,830.35474
46,5,830.361835
46,5,830.367704
48,3,830.371598
43,8,830.383004
49,2,830.386686
49,2,830.390284
46,5,830.397836
44,7,830.430883
39,12,830.440889
47,4,830.445298
44,7,830.453643
43,8,830.46416
45,6,830.472369
50,1,830.47451
45,6,830.483424
37,14,830.503241
43,8,830.514195
45,6,830.543408
45,6,830.549566
41,10,830.559486
48,3,830.563994
50,1,830.566189
40,11,830.60359
47,4,830.607862
47,4,830.611987
40,11,830.624192
42,9,830.637125
49,2,830.640747
41,10,830.655454
50,1,830.656973
50,1,830.658524
42,9,830.667387
46,5,830.674364
44,7,830.684571
43,8,830.696324
41,10,830.711786
47,4,830.717798
42,9,830.756649
47,4,830.778185
47,4,830.781848
46,5,830.786698
44,7,830.79455
49,2,830.797599
45,6,830.806333
49,2,830.810238
47,4,830.816748
45,6,830.824847
39,12,830.842983
47,4,830.850581
44,7,830.861917
50,1,830.86393
50,1,830.865823
45,6,830.873258
39,12,830.889061
42,9,830.900753
46,5,830.906213
49,2,830.935547
47,4,830.939209
47,4,830.942922
42,9,830.950533
42,9,830.961068
40,11,830.995151
44,7,831.002775
42,9,831.012949
42,9,831.025769
44,7,831.036906
46,5,831.046067
47,4,831.052116
40,11,831.061033
42,9,831.069692
41,10,831.101539
47,4,831.105294
40,11,831.116442
48,3,831.120764
50,1,831.12244
48,3,831.126183
48,3,831.129894
44,7,831.13939
49,2,831.142784
50,1,831.145095
47,4,831.151399
44,7,831.161298
39,12,831.193689
37,14,831.208442
44,7,831.216347
45,6,831.223878
43,8,831.259196
43,8,831.266293
37,14,831.279289
49,2,831.282172
44,7,831.291034
31,20,831.320463
45,6,831.328224
44,7,831.337886
43,8,831.34869
49,2,831.352492
42,9,831.366999
39,12,831.402565
42,9,831.436017
46,5,831.440703
50,1,831.442294
47,4,831.446667
46,5,831.452
41,10,831.464892
39,12,831.481097
43,8,831.492336
47,4,831.498127
48,3,831.502943
45,6,831.511959
46,5,831.520872
46,5,831.529854
46,5,831.538511
47,4,831.545254
43,8,831.557803
40,11,831.600745
46,5,831.605273
39,12,831.634566
42,9,831.642015
47,4,831.646492
45,6,831.652985
46,5,831.659108
46,5,831.665913
45,6,831.67444
47,4,831.681086
42,9,831.694951
49,2,831.699411
49,2,831.703591
46,5,831.709332
47,4,831.714253
40,11,831.728137
35,16,831.77074
46,5,831.77516
44,7,831.782869
48,3,831.786602
50,1,831.788338
46,5,831.795469
47,4,831.801338
47,4,831.806714
48,3,831.810861
45,6,831.840699
36,15,831.855984
48,3,831.860108
49,2,831.863148
45,6,831.86935
46,5,831.87434
40,11,831.886704
44,7,831.896137
48,3,831.901282
45,6,831.935219
46,5,831.93978
46,5,831.944275
47,4,831.948299
49,2,831.950622
43,8,831.958327
38,13,831.97432
48,3,831.97909
49,2,831.982605
35,16,832.002971
44,7,832.012362
47,4,832.037383
46,5,832.041981
46,5,832.047485
48,3,832.051089
45,6,832.057301
45,6,832.063868
43,8,832.096771
49,2,832.099019
49,2,832.101185
42,9,832.109199
43,8,832.117656
46,5,832.123861
44,7,832.133394
46,5,832.140638
47,4,832.146938
49,2,832.15054
46,5,832.157019
48,3,832.161206
48,3,832.16584
45,6,832.174391
46,5,832.181672
47,4,832.187459
46,5,832.195159
49,2,832.198848
42,9,832.212156
49,2,832.215645
47,4,832.222963
47,4,832.270832
48,3,832.273782
43,8,832.280652
45,6,832.285752
43,8,832.293164
47,4,832.297167
45,6,832.303802
44,7,832.31209
48,3,832.317069
42,9,832.331429
40,11,832.349162
49,2,832.352938
49,2,832.356702
47,4,832.363788
46,5,832.372281
48,3,832.378107
44,7,832.389594
50,1,832.392198
47,4,832.399511
44,7,832.434888
43,8,832.441842
42,9,832.451267
46,5,832.456892
49,2,832.459647
48,3,832.484145
45,6,832.490428
44,7,832.49839
45,6,832.50586
47,4,832.511737
48,3,832.516583
46,5,832.524187
41,10,832.539282
48,3,832.543926
40,11,832.559452
49,2,832.562986
46,5,832.571352
46,5,832.580617
47,4,832.587106
42,9,832.620451
43,8,832.627696
50,1,832.629178
49,2,832.631354
45,6,832.638061
45,6,832.645693
48,3,832.650276
46,5,832.658076
50,1,832.660536
50,1,832.662948
50,1,832.66533
50,1,832.667714
47,4,832.675046
45,6,832.684952
43,8,832.712358
45,6,832.718105
46,5,832.722898
44,7,832.729778
47,4,832.73474
40,11,832.748141
42,9,832.784685
47,4,832.788445
50,1,832.789766
49,2,832.791726
45,6,832.796831
50,1,832.798198
49,2,832.800692
44,7,832.808589
46,5,832.814453
47,4,832.819739
44,7,832.829649
47,4,832.83636
42,9,832.84974
40,11,832.862721
45,6,832.870965
44,7,832.881395
50,1,832.883815
41,10,832.918104
47,4,832.922461
43,8,832.95675
46,5,832.961206
42,9,832.969217
46,5,832.975486
43,8,832.985096
44,7,832.995435
41,10,833.008945
49,2,833.011765
40,11,833.027351
41,10,833.043823
47,4,833.053928
48,3,833.057206
46,5,833.061581
47,4,833.065209
50,1,833.066539
39,12,833.079418
48,3,833.108047
48,3,833.111061
45,6,833.116939
44,7,833.144266
45,6,833.149871
49,2,833.151942
49,2,833.154576
47,4,833.159286
44,7,833.167282
50,1,833.169319
42,9,833.180783
49,2,833.182965
48,3,833.18603
49,2,833.188221
41,10,833.198409
45,6,833.205372
44,7,833.213727
45,6,833.221301
44,7,833.230474
49,2,833.233605
48,3,833.23808
42,9,833.275123
46,5,833.279487
49,2,833.281713
49,2,833.28465
46,5,833.290514
44,7,833.299109
46,5,833.306494
42,9,833.339918
45,6,833.346044
46,5,833.350978
49,2,833.353439
46,5,833.359911
48,3,833.364256
44,7,833.374014
43,8,833.395775
49,2,833.398001
45,6,833.413306
47,4,833.417017
49,2,833.428049
46,5,833.432767
45,6,833.485073
46,5,833.494843
46,5,833.501618
40,11,833.520785
47,4,833.531103
49,2,833.537069
48,3,833.540554
45,6,833.547585
44,7,833.553805
37,14,833.566155
45,6,833.572582
46,5,833.599079
45,6,833.605738
45,6,833.612537
49,2,833.615489
47,4,833.620672
42,9,833.632677
47,4,833.664684
45,6,833.670023
47,4,833.673965
46,5,833.679126
47,4,833.684065
46,5,833.690761
43,8,833.705012
46,5,833.710707
44,7,833.718988
47,4,833.724694
40,11,833.740838
47,4,833.747737
50,1,833.75045
43,8,833.763187
45,6,833.772732
50,1,833.775046
48,3,833.778895
39,12,833.793113
45,6,833.842294
45,6,833.847679
48,3,833.850517
41,10,833.859539
37,14,833.875645
48,3,833.880454
50,1,833.882587
47,4,833.888921
47,4,833.895984
48,3,833.901405
39,12,833.920582
46,5,833.930247
47,4,833.936878
42,9,833.949081
50,1,833.951385
48,3,833.956099
40,11,833.970631
45,6,833.979998
40,11,834.013576
49,2,834.015967
47,4,834.020519
49,2,834.023116
39,12,834.057725
45,6,834.064734
48,3,834.0679
41,10,834.078635
42,9,834.090735
42,9,834.104099
46,5,834.112438
41,10,834.128701
45,6,834.138924
48,3,834.144246
50,1,834.146799
46,5,834.155179
44,7,834.187544
50,1,834.188912
48,3,834.191869
37,14,834.205081
42,9,834.215108
46,5,834.221992
47,4,834.227463
44,7,834.236442
49,2,834.239898
44,7,834.266972
47,4,834.27173
43,8,834.2808
48,3,834.284696
46,5,834.291331
48,3,834.296084
43,8,834.308843
48,3,834.314724
49,2,834.318896
45,6,834.329211
45,6,834.36064
41,10,834.369626
47,4,834.373666
41,10,834.384849
47,4,834.390005
46,5,834.396784
46,5,834.404951
45,6,834.414938
41,10,834.425212
43,8,834.435047
47,4,834.440932
47,4,834.44749
49,2,834.451299
47,4,834.475878
43,8,834.484426
44,7,834.493445
46,5,834.527666
46,5,834.532132
50,1,834.533509
47,4,834.537309
48,3,834.540243
47,4,834.544833
44,7,834.553366
47,4,834.559184
48,3,834.563497
47,4,834.568854
46,5,834.576319
44,7,834.587774
48,3,834.592351
49,2,834.594778
50,1,834.596299
43,8,834.60514
50,1,834.607474
39,12,834.623622
50,1,834.625698
47,4,834.632203
47,4,834.6392
49,2,834.642866
45,6,834.651904
48,3,834.657751
48,3,834.663511
45,6,834.694378
45,6,834.71665
44,7,834.723641
43,8,834.73172
39,12,834.747272
48,3,834.752007
48,3,834.756949
48,3,834.76179
44,7,834.77226
44,7,834.78308
46,5,834.791548
47,4,834.797882
49,2,834.801384
41,10,834.815616
47,4,834.82286
47,4,834.829904
45,6,834.839916
36,15,834.886862
48,3,834.889581
46,5,834.895355
46,5,834.901323
48,3,834.905889
48,3,834.910422
49,2,834.913866
47,4,834.920207
50,1,834.922422
45,6,834.947241
45,6,834.95398
49,2,834.956803
49,2,834.959662
40,11,834.974398
44,7,834.984705
50,1,834.98745
45,6,834.998229
38,13,835.01855
46,5,835.027844
45,6,835.065427
49,2,835.06754
39,12,835.078856
43,8,835.089449
50,1,835.091493
49,2,835.094601
49,2,835.098262
49,2,835.102029
46,5,835.110382
46,5,835.118289
50,1,835.12074
48,3,835.125988
41,10,835.140671
49,2,835.143941
40,11,835.179373
47,4,835.184166
48,3,835.187954
42,9,835.198597
41,10,835.212743
40,11,835.255058
42,9,835.263097
41,10,835.272373
49,2,835.275039
47,4,835.280469
50,1,835.282526
42,9,835.295634
40,11,835.311805
50,1,835.314025
44,7,835.324819
38,13,835.343857
49,2,835.347477
48,3,835.35321
47,4,835.359889
47,4,835.367247
42,9,835.3992
48,3,835.402518
46,5,835.431387
45,6,835.4367
47,4,835.440347
48,3,835.443402
42,9,835.452754
44,7,835.462286
47,4,835.468492
43,8,835.479998
48,3,835.48529
47,4,835.491047
45,6,835.499245
50,1,835.501509
49,2,835.50496
50,1,835.507099
44,7,835.517685
47,4,835.524422
46,5,835.532295
46,5,835.541253
42,9,835.555576
44,7,835.565526
47,4,835.571832
43,8,835.605829
46,5,835.610831
39,12,835.640198
49,2,835.642265
33,18,835.658926
48,3,835.662893
46,5,835.669702
48,3,835.674261
45,6,835.682487
47,4,835.689164
50,1,835.691557
39,12,835.709347
41,10,835.72332
48,3,835.728222
49,2,835.731775
48,3,835.736311
41,10,835.774085
47,4,835.777838
45,6,835.783395
47,4,835.787263
44,7,835.795696
48,3,835.799983
49,2,835.803038
50,1,835.80527
47,4,835.811783
47,4,835.818519
47,4,835.825897
42,9,835.859494
47,4,835.863968
50,1,835.865663
41,10,835.877285
39,12,835.893513
41,10,835.909886
47,4,835.916847
47,4,835.922899
46,5,835.955919
43,8,835.963383
43,8,835.971843
43,8,835.982315
43,8,835.993797
40,11,836.010323
46,5,836.01901
49,2,836.022509
49,2,836.026142
50,1,836.02832
48,3,836.03333
48,3,836.038367
41,10,836.052777
46,5,836.07529
50,1,836.076899
48,3,836.080567
44,7,836.087927
42,9,836.099056
48,3,836.130342
43,8,836.137417
41,10,836.147808
48,3,836.151634
39,12,836.166884
49,2,836.170131
44,7,836.17995
46,5,836.187666
48,3,836.192501
43,8,836.204016
48,3,836.209106
39,12,836.221374
46,5,836.22821
46,5,836.234125
45,6,836.239343
46,5,836.243812
48,3,836.246837
30,21,836.306826
42,9,836.315255
45,6,836.322178
48,3,836.32652
42,9,836.337816
49,2,836.340623
47,4,836.345781
47,4,836.351198
43,8,836.36249
47,4,836.369375
50,1,836.371218
48,3,836.375124
48,3,836.378925
39,12,836.39395
41,10,836.409012
44,7,836.445506
41,10,836.454412
45,6,836.461724
42,9,836.472626
45,6,836.501083
45,6,836.506967
45,6,836.514604
46,5,836.521585
42,9,836.533939
48,3,836.538695
43,8,836.549868
42,9,836.56413
50,1,836.56672
48,3,836.572633
43,8,836.585558
47,4,836.591377
48,3,836.619946
41,10,836.628509
46,5,836.632978
50,1,836.634372
44,7,836.641869
45,6,836.648679
44,7,836.656492
46,5,836.66382
44,7,836.671595
45,6,836.678171
46,5,836.685216
50,1,836.709257
44,7,836.715803
49,2,836.718881
42,9,836.729435
45,6,836.737678
44,7,836.748008
47,4,836.755739
44,7,836.790922
46,5,836.795485
48,3,836.798241
49,2,836.800345
37,14,836.814634
48,3,836.818654
49,2,836.821427
47,4,836.827181
45,6,836.836251
45,6,836.846121
49,2,836.849468
48,3,836.853405
48,3,836.857275
46,5,836.864056
47,4,836.869667
45,6,836.878479
50,1,836.880788
48,3,836.885888
46,5,836.894012
46,5,836.90299
49,2,836.907138
47,4,836.930264
43,8,836.93785
48,3,836.965752
48,3,836.968698
46,5,836.973465
48,3,836.976641
44,7,836.983742
41,10,836.994819
44,7,837.003616
42,9,837.017468
43,8,837.030763
41,10,837.04744
43,8,837.057132
45,6,837.062349
41,10,837.07171
44,7,837.080467
50,1,837.082496
45,6,837.115198
50,1,837.116599
48,3,837.11956
44,7,837.125704
46,5,837.150591
47,4,837.155268
44,7,837.163345
40,11,837.17902
44,7,837.190476
47,4,837.196829
43,8,837.207648
46,5,837.21579
46,5,837.22467
49,2,837.228834
40,11,837.244729
40,11,837.263289
44,7,837.274764
37,14,837.311784
46,5,837.316491
27,24,837.344489
43,8,837.371404
43,8,837.379372
43,8,837.388525
47,4,837.394185
46,5,837.401544
43,8,837.413422
50,1,837.415901
39,12,837.434126
42,9,837.472409
45,6,837.477637
49,2,837.480027
44,7,837.488447
41,10,837.501554
48,3,837.506628
47,4,837.51377
46,5,837.519579
48,3,837.522724
44,7,837.529445
49,2,837.531906
50,1,837.533421
45,6,837.53927
27,24,837.577327
43,8,837.586591
44,7,837.621427
44,7,837.627549
46,5,837.632209
30,21,837.655442
46,5,837.662513
45,6,837.671703
46,5,837.678597
44,7,837.688872
48,3,837.693859
47,4,837.700011
46,5,837.707418
49,2,837.710717
45,6,837.719019
47,4,837.725219
43,8,837.738313
49,2,837.742255
45,6,837.75261
44,7,837.803739
45,6,837.809565
50,1,837.811422
48,3,837.814821
44,7,837.822193
48,3,837.826364
49,2,837.829399
46,5,837.836625
43,8,837.847914
50,1,837.849992
49,2,837.853795
46,5,837.862627
44,7,837.871377
43,8,837.881122
48,3,837.88579
48,3,837.890894
45,6,837.900661
48,3,837.905622
44,7,837.917248
44,7,837.925732
46,5,837.931539
47,4,837.937495
47,4,837.968765
46,5,837.973291
48,3,837.976249
42,9,837.985071
46,5,837.989504
50,1,837.99086
42,9,838.018965
40,11,838.030322
33,18,838.052641
44,7,838.059632
42,9,838.069654
45,6,838.077758
47,4,838.083819
47,4,838.089903
50,1,838.09205
44,7,838.128155
43,8,838.13494
45,6,838.140093
46,5,838.151381
40,11,838.160697
43,8,838.168632
45,6,838.174352
44,7,838.180777
45,6,838.200871
42,9,838.209206
41,10,838.219336
43,8,838.229045
49,2,838.232162
43,8,838.242758
48,3,838.247993
42,9,838.283752
43,8,838.291169
44,7,838.298138
50,1,838.299896
47,4,838.30542
48,3,838.30962
46,5,838.316176
50,1,838.318175
48,3,838.322494
47,4,838.3283
50,1,838.330402
49,2,838.333776
47,4,838.340288
49,2,838.344586
49,2,838.348819
47,4,838.354573
40,11,838.369176
41,10,838.382071
44,7,838.410638
46,5,838.416482
44,7,838.425536
48,3,838.457399
44,7,838.46362
47,4,838.468354
46,5,838.474058
50,1,838.475803
38,13,838.49358
34,17,838.518949
48,3,838.524475
47,4,838.531693
45,6,838.541759
42,9,838.552731
45,6,838.560309
45,6,838.56894
50,1,838.571169
46,5,838.57915
46,5,838.5873
44,7,838.623497
44,7,838.629695
44,7,838.652557
49,2,838.655019
44,7,838.661644
45,6,838.669141
46,5,838.675359
45,6,838.682866
48,3,838.688185
46,5,838.69596
43,8,838.708446
48,3,838.71263
35,16,838.734185
49,2,838.738008
44,7,838.749896
48,3,838.756044
46,5,838.765668
49,2,838.769393
42,9,838.808293
44,7,838.814526
48,3,838.817463
48,3,838.820395
36,15,838.83585
39,12,838.867684
44,7,838.875797
45,6,838.883364
44,7,838.893167
49,2,838.896986
49,2,838.90081
48,3,838.905518
43,8,838.916633
41,10,838.93276
47,4,838.939871
44,7,838.980104
47,4,838.983816
44,7,838.989864
50,1,838.991639
48,3,838.995676
39,12,839.008154
44,7,839.018609
42,9,839.032161
40,11,839.048827
39,12,839.061443
50,1,839.063021
45,6,839.087715
49,2,839.090235
48,3,839.093874
39,12,839.108705
45,6,839.117453
47,4,839.150841
46,5,839.155334
43,8,839.162128
39,12,839.173312
47,4,839.178276
44,7,839.187102
43,8,839.197717
48,3,839.202478
46,5,839.210129
43,8,839.22334
48,3,839.229522
45,6,839.238374
50,1,839.240421
47,4,839.246777
47,4,839.253418
44,7,839.264239
44,7,839.27598
44,7,839.306882
47,4,839.334975
44,7,839.355728
45,6,839.363808
47,4,839.368243
45,6,839.374122
40,11,839.390974
46,5,839.398555
47,4,839.403536
46,5,839.409527
43,8,839.419572
43,8,839.427301
43,8,839.434069
50,1,839.435358
49,2,839.437622
45,6,839.444834
48,3,839.449033
47,4,839.454258
43,8,839.465112
45,6,839.497746
47,4,839.501503
50,1,839.502827
46,5,839.508379
43,8,839.517481
46,5,839.542528
46,5,839.5479
45,6,839.554559
46,5,839.561441
41,10,839.574809
47,4,839.580682
49,2,839.584117
49,2,839.58758
47,4,839.593862
48,3,839.599253
49,2,839.603243
45,6,839.613127
44,7,839.625026
48,3,839.629291
39,12,839.639338
44,7,839.669313
49,2,839.67144
47,4,839.675061
41,10,839.683625
49,2,839.686118
48,3,839.689476
46,5,839.695443
50,1,839.697318
48,3,839.701406
43,8,839.711523
44,7,839.720772
48,3,839.747226
40,11,839.758668
47,4,839.762764
49,2,839.765178
49,2,839.767556
45,6,839.773177
47,4,839.776881
48,3,839.779909
43,8,839.787148
40,11,839.823404
44,7,839.829488
44,7,839.835784
42,9,839.843687
41,10,839.856316
50,1,839.857814
47,4,839.861631
50,1,839.862937
49,2,839.865113
42,9,839.872622
43,8,839.879859
43,8,839.887252
46,5,839.891733
47,4,839.913711
37,14,839.928365
46,5,839.934786
44,7,839.968353
50,1,839.96988
48,3,839.972893
42,9,839.981018
46,5,839.986225
49,2,839.988636
40,11,839.99919
44,7,840.006366
49,2,840.009014
50,1,840.010555
49,2,840.012959
38,13,840.026044
42,9,840.037615
46,5,840.04554
43,8,840.054559
47,4,840.058373
40,11,840.069453
46,5,840.100503
49,2,840.10276
48,3,840.123569
43,8,840.131544
36,15,840.147235
46,5,840.154277
46,5,840.161722
43,8,840.172292
46,5,840.180504
48,3,840.185882
47,4,840.192774
47,4,840.196661
45,6,840.202276
45,6,840.209544
48,3,840.213807
40,11,840.230313
50,1,840.232602
46,5,840.240317
48,3,840.274502
50,1,840.275811
47,4,840.279468
45,6,840.285164
42,9,840.294098
46,5,840.300358
47,4,840.305886
44,7,840.335392
50,1,840.336982
45,6,840.343063
44,7,840.350769
44,7,840.359712
44,7,840.368584
42,9,840.379584
45,6,840.3879
39,12,840.406379
40,11,840.444824
46,5,840.449267
49,2,840.451336
47,4,840.454888
40,11,840.46426
48,3,840.467549
44,7,840.475079
42,9,840.486427
45,6,840.495573
47,4,840.502048
49,2,840.505839
44,7,840.517552
49,2,840.540016
48,3,840.543603
46,5,840.549483
48,3,840.553501
42,9,840.565258
44,7,840.574744
42,9,840.611012
48,3,840.613941
49,2,840.616143
47,4,840.620225
50,1,840.62178
49,2,840.624083
45,6,840.631032
45,6,840.637979
40,11,840.651587
45,6,840.659835
50,1,840.661947
39,12,840.68062
49,2,840.685002
37,14,840.70418
46,5,840.710778
39,12,840.727287
50,1,840.729592
44,7,840.760485
46,5,840.792033
43,8,840.798902
43,8,840.805805
43,8,840.814454
45,6,840.822008
49,2,840.825249
43,8,840.836335
45,6,840.844951
48,3,840.849944
49,2,840.854011
48,3,840.859612
47,4,840.866963
44,7,840.879018
47,4,840.886829
47,4,840.893631
48,3,840.89893
46,5,840.907742
35,16,840.93118
50,1,840.933689
47,4,840.964424
43,8,840.971688
49,2,840.973854
49,2,840.975946
44,7,841.000605
50,1,841.00216
50,1,841.003629
50,1,841.005141
44,7,841.012665
50,1,841.014689
48,3,841.025353
48,3,841.030573
43,8,841.038506
47,4,841.045486
43,8,841.055236
41,10,841.063712
46,5,841.068208
46,5,841.072699
47,4,841.076165
46,5,841.080397
43,8,841.088216
48,3,841.091254
48,3,841.117342
43,8,841.12404
41,10,841.13411
44,7,841.141672
46,5,841.148096
46,5,841.155536
49,2,841.159365
49,2,841.163101
44,7,841.19621
49,2,841.199137
40,11,841.211037
42,9,841.222531
44,7,841.231515
47,4,841.238179
42,9,841.250636
47,4,841.257752
49,2,841.260822
50,1,841.262448
44,7,841.294816
42,9,841.302116
46,5,841.306618
47,4,841.311073
46,5,841.316588
48,3,841.320962
40,11,841.336221
45,6,841.344336
46,5,841.349682
48,3,841.3528
46,5,841.357856
44,7,841.363752
50,1,841.365115
47,4,841.368946
43,8,841.392779
31,20,841.432076
47,4,841.435882
46,5,841.440176
49,2,841.44232
46,5,841.446672
47,4,841.450443
43,8,841.457548
46,5,841.462025
48,3,841.464954
44,7,841.47106
41,10,841.479488
42,9,841.486814
42,9,841.494391
39,12,841.505682
45,6,841.510871
42,9,841.518268
40,11,841.568366
46,5,841.573593
44,7,841.581295
48,3,841.584918
45,6,841.592072
45,6,841.60031
50,1,841.602467
43,8,841.614322
47,4,841.620643
49,2,841.624716
43,8,841.633287
46,5,841.637729
48,3,841.640615
48,3,841.644254
41,10,841.655771
50,1,841.657589
50,1,841.659633
45,6,841.668183
45,6,841.676796
41,10,841.717981
48,3,841.720879
48,3,841.723845
45,6,841.729308
47,4,841.733819
46,5,841.740098
45,6,841.747681
49,2,841.771816
44,7,841.778081
46,5,841.782952
49,2,841.785253
50,1,841.78695
26,25,841.817557
39,12,841.833847
49,2,841.837742
46,5,841.846352
41,10,841.889768
50,1,841.891186
47,4,841.894889
48,3,841.89822
49,2,841.900585
49,2,841.902924
49,2,841.905309
45,6,841.912357
46,5,841.919438
49,2,841.922675
43,8,841.931781
49,2,841.93515
40,11,841.950606
46,5,841.957742
45,6,841.984812
49,2,841.986809
47,4,841.990786
46,5,841.996419
48,3,842.000112
43,8,842.010225
46,5,842.017749
39,12,842.06142
45,6,842.067056
44,7,842.073078
49,2,842.075331
46,5,842.081495
46,5,842.087842
40,11,842.102459
35,16,842.124961
39,12,842.14192
50,1,842.144528
44,7,842.155969
46,5,842.164982
43,8,842.178108
45,6,842.208726
46,5,842.214231
42,9,842.248458
46,5,842.252841
46,5,842.257966
49,2,842.260561
42,9,842.270832
48,3,842.275058
47,4,842.280053
42,9,842.29202
46,5,842.298898
45,6,842.308128
39,12,842.324091
44,7,842.332462
50,1,842.334316
50,1,842.336145
46,5,842.344328
43,8,842.353852
45,6,842.360487
41,10,842.400095
47,4,842.403893
40,11,842.432946
47,4,842.436917
42,9,842.444743
47,4,842.449313
46,5,842.454833
48,3,842.458756
41,10,842.469565
48,3,842.474299
45,6,842.482626
43,8,842.493506
48,3,842.498596
49,2,842.502209
48,3,842.507216
42,9,842.520802
45,6,842.529904
49,2,842.533349
48,3,842.538408
49,2,842.57294
46,5,842.577716
38,13,842.588871
41,10,842.597194
49,2,842.599598
48,3,842.602776
48,3,842.605629
46,5,842.610036
43,8,842.633458
40,11,842.642101
47,4,842.645599
44,7,842.651655
49,2,842.653698
45,6,842.658876
47,4,842.662424
39,12,842.671772
41,10,842.703231
49,2,842.70542
45,6,842.710505
45,6,842.715588
45,6,842.720706
43,8,842.727365
47,4,842.730943
44,7,842.736841
50,1,842.73818
40,11,842.7472
43,8,842.75429
48,3,842.757354
44,7,842.784036
48,3,842.786909
49,2,842.789055
43,8,842.796233
50,1,842.797587
44,7,842.80402
37,14,842.838943
47,4,842.842621
48,3,842.845571
41,10,842.856438
39,12,842.869749
43,8,842.879961
47,4,842.884008
49,2,842.886233
42,9,842.895769
47,4,842.90091
48,3,842.905253
42,9,842.917703
44,7,842.927088
45,6,842.935308
50,1,842.937452
41,10,842.990493
48,3,842.994017
49,2,842.996455
45,6,843.003522
43,8,843.01289
47,4,843.018644
40,11,843.032543
46,5,843.039711
47,4,843.046426
45,6,843.055138
43,8,843.062034
49,2,843.064032
43,8,843.07154
43,8,843.080426
40,11,843.0943
45,6,843.103055
46,5,843.111231
44,7,843.147255
42,9,843.155554
46,5,843.161518
48,3,843.165245
48,3,843.16904
46,5,843.196086
50,1,843.197597
48,3,843.200747
49,2,843.203169
50,1,843.204646
50,1,843.206171
43,8,843.214172
45,6,843.221801
49,2,843.22463
46,5,843.231951
47,4,843.237197
47,4,843.24236
50,1,843.244622
46,5,843.253494
42,9,843.2629
46,5,843.268701
45,6,843.277374
50,1,843.279508
50,1,843.282106
45,6,843.316576
47,4,843.320466
50,1,843.321859
45,6,843.327163
41,10,843.336985
41,10,843.3483
48,3,843.352042
47,4,843.356754
47,4,843.36231
48,3,843.367139
45,6,843.375384
46,5,843.40115
40,11,843.412169
47,4,843.4164
38,13,843.431506
46,5,843.438784
50,1,843.440938
46,5,843.448392
37,14,843.488706
35,16,843.503666
48,3,843.507389
47,4,843.512502
41,10,843.52682
46,5,843.534809
46,5,843.54161
39,12,843.556818
44,7,843.567784
33,18,843.614031
47,4,843.618678
40,11,843.657049
43,8,843.663941
45,6,843.670824
45,6,843.677837
46,5,843.6838
40,11,843.698924
45,6,843.707659
42,9,843.719676
49,2,843.723109
44,7,843.734214
43,8,843.742994
46,5,843.7496
44,7,843.759295
47,4,843.765883
44,7,843.776937
46,5,843.807623
42,9,843.815676
50,1,843.817153
43,8,843.843288
48,3,843.847056
45,6,843.85366
46,5,843.859697
48,3,843.863755
43,8,843.875125
34,17,843.90229
48,3,843.907907
49,2,843.911234
43,8,843.922804
50,1,843.925529
50,1,843.92818
50,1,843.930768
